Year,Month,State,Age Group,Footnote,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
2022,7,Oklahoma,75-84 years,,60,895,67,17,0,110
2022,7,Oklahoma,85 years and over,,59,880,56,20,0,95
2022,8,Oklahoma,All Ages,,275,3597,285,91,0,469
2022,8,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,34,4,0,0,4
2022,8,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,0,0,0,4
2022,8,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,8,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,38,4,0,0,4
2022,8,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,78,4,4,0,4
2022,8,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,114,4,4,0,4
2022,8,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,18,231,25,4,0,34
2022,8,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,24,466,30,4,0,47
2022,8,Oklahoma,65-74 years,,56,836,84,22,0,118
2022,8,Oklahoma,75-84 years,,87,948,76,29,0,134
2022,8,Oklahoma,85 years and over,,79,840,59,20,0,118
2022,9,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,212,3545,239,61,4,390
2022,9,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,24,4,4,0,4
2022,9,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,9,Oklahoma,5-14 years,,0,11,0,0,0,0
2022,9,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,41,4,0,0,4
2022,9,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,94,4,0,0,4
2022,9,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,151,4,4,0,4
2022,9,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,16,227,14,4,4,25
2022,9,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21,464,32,4,4,47
2022,9,Oklahoma,65-74 years,,35,783,62,14,0,83
2022,9,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,65,897,68,18,4,115
2022,9,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,69,846,52,16,4,105
2022,10,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,159,3595,263,66,4,359
2022,10,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,27,4,0,0,4
2022,10,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,10,Oklahoma,5-14 years,,0,15,0,0,0,0
2022,10,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,47,4,0,0,4
2022,10,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,96,4,4,0,4
2022,10,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,127,4,4,4,12
2022,10,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,223,4,0,4,12
2022,10,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,24,493,36,11,4,49
2022,10,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,33,772,71,14,4,91
2022,10,Oklahoma,75-84 years,,40,911,63,16,0,87
2022,10,Oklahoma,85 years and over,,50,878,67,20,0,97
2022,11,Oklahoma,All Ages,,130,3691,289,51,17,384
2022,11,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,30,4,0,0,4
2022,11,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,11,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,4,0,4,4
2022,11,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,35,0,0,0,4
2022,11,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,88,4,4,0,4
2022,11,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,151,11,0,0,13
2022,11,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,213,4,4,4,17
2022,11,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,18,520,38,4,4,54
2022,11,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,31,842,93,14,4,116
2022,11,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,31,928,80,15,4,97
2022,11,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,35,872,54,13,4,78
2022,12,Oklahoma,All Ages,,228,4238,366,69,123,638
2022,12,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,22,0,0,0,4
2022,12,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,4,4
2022,12,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,12,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,40,4,0,0,4
2022,12,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,105,4,4,4,15
2022,12,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,146,4,4,4,18
2022,12,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,266,20,4,4,33
2022,12,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,23,581,49,4,18,82
2022,12,Oklahoma,65-74 years,,50,966,104,17,38,171
2022,12,Oklahoma,75-84 years,,56,1073,90,17,27,154
2022,12,Oklahoma,85 years and over,,75,1025,86,16,18,162
2023,1,Oklahoma,All Ages,,264,4073,377,106,51,581
2023,1,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,32,0,0,0,4
2023,1,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,1,Oklahoma,5-14 years,,0,10,0,0,0,0
2023,1,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,41,4,0,0,4
2023,1,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,87,4,4,0,4
2023,1,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,151,4,4,4,11
2023,1,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,250,16,4,4,21
2023,1,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,31,575,51,12,4,78
2023,1,Oklahoma,65-74 years,,52,885,85,19,17,135
2023,1,Oklahoma,75-84 years,,86,1024,114,36,15,177
2023,1,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,83,1012,98,33,4,153
2023,2,Oklahoma,All Ages,,160,3370,280,50,13,402
2023,2,Oklahoma,Under 1 year,,0,20,0,0,0,0
2023,2,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2023,2,Oklahoma,5-14 years,,0,13,0,0,0,0
2023,2,Oklahoma,15-24 years,,0,26,0,0,0,0
2023,2,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,80,4,0,0,4
2023,2,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,101,4,0,0,4
2023,2,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,207,15,4,0,17
2023,2,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,14,473,35,4,0,42
2023,2,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,37,731,75,12,4,104
2023,2,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,47,890,71,14,4,109
2023,2,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,54,826,76,14,4,119
2023,3,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,151,3715,308,41,4,423
2023,3,Oklahoma,Under 1 year,,0,21,0,0,0,0
2023,3,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,3,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2023,3,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,44,0,0,4,4
2023,3,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,88,4,0,0,4
2023,3,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,159,4,0,0,10
2023,3,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,219,11,4,0,14
2023,3,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,11,516,42,4,4,52
2023,3,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,30,789,84,4,4,109
2023,3,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,55,950,89,13,4,132
2023,3,Oklahoma,85 years and over,,50,914,70,18,0,102
